account,name,src,value,Notes,Check Eng,,,,,,1
account,account.chart,(If you do not select Fiscal year it will take all open fiscal years),"(Tous les exercices comptables ouverts seront pris en compte, si vous ne sélectionnez pas d'exercice comptable précis)",,,,,,,,
account,account.tax.chart,(If you do not select period it will take all open periods),"(Toutes les périodes ouvertes seront prises en compte, si vous ne sélectionnez pas de période précise)",,,,,,,,
account,account.state.open,(Invoice should be unreconciled if you want to open it),(Une facture doit être déléttrée pour pouvoir l'ouvrir,,,,,,,,
account,account.analytic.chart,(Keep empty to open the current situation),(A laisser vide pour  ouvrir la situation courante),,,,,,,,
account,account.invoice,(keep empty to use the current period),(A laisser vide pour utiliser la période en cours),,,,,,,,
account,account.tax.code.entries,),),,,,,,,,
account,account.analytic.account.journal,0,0,,,,,,,,
account,"account.account.type,report_type",/,/,,,,,,,,
account,"account.automatic.reconcile,power",2,2,,,,,,,,
account,"account.automatic.reconcile,power",3,3,,,,,,,,
account,"account.installer,period",3 Monthly,Trimestrielle,,,,,,,,
account,"account.payment.term,name",30 Days End of Month,30 Jours Fin de Mois,,,,,,,,
account,"account.automatic.reconcile,power",4,4,,,,,,,,
account,"account.automatic.reconcile,power",5,5,,,,,,,,
account,"account.automatic.reconcile,power",6,6,,,,,,,,
account,"account.automatic.reconcile,power",7,7,,,,,,,,
account,"account.automatic.reconcile,power",8,8,,,,,,,,
account,"account.automatic.reconcile,power",9,9,,,,,,,,
account,account.general.journal,:,:,,,,,,,,
account,"ir.actions.act_window,help","A Cash Register allows you to manage cash entries in your cash journals. This feature provides an easy way to follow up cash payments on a daily basis. You can enter the coins that are in your cash box, and then post entries when money comes in or goes out of the cash box.","Un registre de Caisse vous permet de gérer des entrées de trésorerie dans vos journaux de liquidités. Cette fonctionnalité vous permet de suivre facilement vos mouvements de liquidités quotidiens. Vous pouvez saisir le montant de vos liquidités physiques de votre caisse, et ensuite comptabiliser les écritures lorsque des liquidités rentrent ou sortent de votre caisse.",,,,,,,,
account,"ir.model,name",A Temporary table used for Dashboard view,Une table temporaire utilisée pour la vue Tableau de Bord,,,,,,,,
account,"ir.actions.act_window,help","A bank register is a summary of all financial transactions occurring over a given period of time on a deposit account, 
                a credit card or any other type of financial account. The starting balance will be proposed automatically and the closing balance is 
                to be found on your statement. When you are in the Payment column of a line, you can press F1 to open the reconciliation form.
            ","Un registre de Banque est un résumé de toutes les transactions financières qui se produisent au cours d'une période donnée sur un compte de dépôt,
             de carte de crédit ou tout autre type de compte financier. Le solde initial sera automatiquement proposé et vous trouverez le solde de clôture sur votre relevé bancaire. Lorsque vous êtes sur la colonne de Paiement d'une ligne, appuyez sur F1 pour ouvrir le formulaire de reconciliation
            ",,,,,,,,
account,"ir.actions.act_window,help","A journal entry consists of several journal items, each of which is either a debit or a credit transaction. OpenERP automatically creates one journal entry per accounting document: invoice, refund, supplier payment, bank statements, etc.","Une entrée dans un Journal est constituée au minimum de deux écritures comptables, chacune étant soit une transacation au débit, soit au crédit. OpenERP crée automatiquement une entrée dans un Journal par document comptable produit: facture, remboursement, paiement fournisseur..",,,,,,,,
account,"ir.actions.act_window,help","A period is a fiscal period of time during which accounting entries should be recorded for accounting related activities. Monthly period is the norm but depending on your countries or company needs, you could also have quarterly periods. Closing a period will make it impossible to record new accounting entries, all new entries should then be made on the following open period. Close a period when you do not want to record new entries and want to lock this period for tax related calculation.","Une période est une période comptable dans laquelle sont enregistrées les écritures comptables relatives à cette période. La périodicité mensuelle est la norme, mais en fonction de vos pays ou besoins de l'entreprise, il est aussi possible de configurer des périodes trimestrielles. Une période clôturée ne peut plus recevoir d'entrées. Toute nouvelle saisie doit alors s'effectuer dans une période suivante ouverte. Clôturez seulement votre période si vous ne souhaitez plus enregistrer de nouvelles écritures et produire vos états financiers",,,,,,,,
account,"ir.actions.act_window,help","A recurring entry is a miscellaneous entry that occurs on a recurrent basis from a specific date, i.e. corresponding to the signature of a contract or an agreement with a customer or a supplier. With Define Recurring Entries, you can create such entries to automate the postings in the system.",Une écriture périodique est une écriture qui est configurée par le biais de la fonctionnalité Définir Ecritures Périodiques. Ceci vous permet d'enregistrer une écriture à partir d'une date spécifique. Cette écriture sera reproduite automatiquement dans votre comptabilité et à une fréquence définie. Vous pouvez utiliser cette fonctionnalité par exemple pour étaler la charge d'un loyer sur plusieurs mensualités. ,,,,,,,,
account,"process.transition,note",A statement with manual entries becomes a draft statement.,Un relevé avec des écritures manuelles devient un relevé à l'état brouillon,,,,,,,,
account,account.central.journal,A/C No.,Numéro Compte,,,,,,,,
account,account.tax.code.entries,A/c Code,Code de Compte,,,,,,,,
account,"account.account.type,name",Acc. Type Name,Nom du Type de Compte,,,,,,,,
account,account.entries.report,Acc.Type,Type de Compte,,,,,,,,
account,"account.account.type,report_type",According value related accounts will be display on respective reports (Balance Sheet Profit & Loss Account),"Selon la nature de la transaction, les comptes seront affichés sur les états financiers. (Bilan Comptable du Compte de Résultat)",,,,,,,,
account,account.account,Account,Compte,,,,,,,,
account,"ir.model,name",Account Aged Trial balance Report,Compte - Rapport du Solde de la Balance Agée,,,,,,,,
account,"ir.model,name",Account Analytic Balance,Compte - Solde Analytique,,,,,,,,
account,"ir.model,name",Account Analytic Chart,Plan de Compte Analytique,,,,,,,,
account,"ir.model,name",Account Analytic Cost Ledger,Grand Livre de Compte Analytique ,,,,,,,,
account,"ir.model,name",Account Analytic Cost Ledger For Journal Report,Grand Livre de Compte Analytique pour Rapport de Journal,,,,,,,,
account,"ir.model,name",Account Analytic Inverted Balance,Compte - Solde analytique Inversée,,,,,,,,
account,"ir.model,name",Account Analytic Journal,Compte - Journal Analytique,,,,,,,,
account,"ir.actions.act_window,name",Account Automatic Reconcile,Compte - Lettrage automatique,,,,,,,,
account,account.account.balance.landscape,Account Balance -,Solde du Compte -,,,,,,,,
account,"ir.model,name",Account Balance Sheet Report,Compte - Rapport de Bilan Comptable,,,,,,,,
account,"account.tax,base_code_id",Account Base Code,Compte - Code de base ,,,,,,,,
account,board.board,Account Board,Compte - Tableau de bord,,,,,,,,
account,"ir.actions.act_window,name",Account Central Journal,Compte - Journal Central,,,,,,,,
account,"ir.model,name",Account Common Account Report,Compte - Rapport Compte Commun ,x,,,,,,,
account,"ir.model,name",Account Common Journal Report,Compte - Rapport Journal Commun,x,,,,,,,
account,"ir.model,name",Account Common Partner Report,Compte - Rapport Partenaire Commun,x,,,,,,,
account,"ir.model,name",Account Common Report,Compte - Rapport Commun,x,,,,,,,
account,account.analytic.account,Account Data,Données du Compte,,,,,,,,
account,"account.fiscal.position.account,account_dest_id",Account Destination,Compte de Destination,,,,,,,,
account,"ir.model,name",Account Entry,Ecriture Comptable,,,,,,,,
account,"ir.actions.act_window,name",Account General Journal,Compte- Journal Général,,,,,,,,
account,account.journal,Account Journal,Compte- Journal,,,,,,,,
account,"ir.model,name",Account Journal Select,Compte- Sélection Journal,,,,,,,,
account,account.fiscal.position,Account Mapping,Compte- Correspondance,,,,,,,,
account,"account.use.model,model",Account Model,Compte- Modèle,,,,,,,,
account,"ir.model,name",Account Model Entries,Modèle d'Ecriture Comptables,,,,,,,,
account,account.account.balance.landscape,Account Name,Nom du Compte,,,,,,,,
account,"account.bank.accounts.wizard,acc_name",Account Name.,Nom du Compte.,,,,,,,,
account,"ir.model,name",Account Partner Ledger,Grand Livre du Compte Partenaire,,,,,,,,
account,"res.partner,property_account_payable",Account Payable,Compte Fournisseur,,,,,,,,
account,"ir.actions.act_window,name",Account Print Journal,Compte - Impression du Journal,,,,,,,,
account,"ir.actions.act_window,name",Account Profit And Loss,Compte de Résultat (pertes & profits),,,,,,,,
account,"ir.model,name",Account Profit And Loss Report,Rapport Compte de Résultat ,,,,,,,,
account,"res.partner,property_account_receivable",Account Receivable,Compte Client,,,,,,,,
account,"ir.model,name",Account Reconciliation,Lettrage de Compte,,,,,,,,
account,"account.fiscal.position.account,account_src_id",Account Source,Compte - Source,,,,,,,,
account,"ir.actions.act_window,name",Account State Open,Compte - Statut Ouvert,,,,,,,,
account,account.account,Account Statistics,Compte - Statistiques,,,,,,,,
account,"ir.model,name",Account Subscription,Compte  - souscription,,,,,,,,
account,"ir.model,name",Account Subscription Line,Compte - Ligne de souscription,,,,,,,,
account,account.tax,Account Tax,Compte - Taxe,,,,,,,,
account,"account.tax,tax_code_id",Account Tax Code,Code Comptable Taxe,x,,,,,,,
account,account.tax.code.template,Account Tax Code Template,Modèle Code Comptable Taxe,x,,,,,,,
account,account.tax.template,Account Tax Template,Modèle de Compte de Taxe,,,,,,,,
account,account.account.template,Account Template,Modèle de Compte,,,,,,,,
account,"ir.actions.act_window,name",Account Templates,Modèles de Compte,,,,,,,,
account,account.account,Account Type,Type de Compte,,,,,,,,
account,"ir.actions.act_window,name",Account Types,Types de Comptes,,,,,,,,
account,"ir.model,name",Account Unreconcile,Compte - Annuler le Lettrage,,,,,,,,
account,"ir.model,name",Account Unreconcile Reconcile,Compte - Lettrer/Annuler le lettrage,,,,,,,,
account,"ir.actions.act_window,name",Account Vat Declaration,Compte - Déclaration de TVA (comptabilité),,,,,,,,
account,"account.installer.modules,account_voucher","Account Voucher module includes all the basic requirements of Voucher Entries for Bank, Cash, Sales, Purchase, Expenses, Contra, etc... ","Le module Justificatif de Compte comprend toutes les exigences de base des Justificatifs pour les Banque, Trésorerie, Ventes, Achats, Frais, Contrats, etc. ",,,,,,,,
account,"ir.actions.report.xml,name",Account balance,Compte - Balance,,,,,,,,
account,"ir.model,name",Account chart,Plan Comptable,,,,,,,,
account,account.chart,Account charts,Plans de Compte,,,,,,,,
account,"ir.model,name",Account move line reconcile,Lettrage Ligne d'Ecriture Comptable ,,,,,,,,
account,account.analytic.account.journal,Account n°,Numéro de Compte,,,,,,,,
account,"ir.model,name",Account period,Compte - Période,,,,,,,,
account,"ir.model,name",Account tax chart,Compte - Plan de taxes,,,,,,,,
account,account.tax.chart,Account tax charts,Compte - Plans de taxes,,,,,,,,
account,"account.bank.statement,account_id",Account used in this journal,Compte utilisé dans ce journal,,,,,,,,
account,"process.transition,note",Accountant validates the accounting entries coming from the invoice.,Le comptable valide les écritures comptables provenant de la facture.,,,,,,,,
account,"process.transition,note",Accountant validates the accounting entries coming from the invoice. ,Le comptable valide les écritures comptables provenant de la facture.,,,,,,,,
account,"ir.ui.menu,name",Accounting,Comptabilité,,,,,,,,
account,account.installer,Accounting Application Configuration,Configuration de l'Application Comptabilité,,,,,,,,
account,"ir.actions.act_window,name",Accounting Chart Configuration,Configuration du Plan Comptable,,,,,,,,
account,"ir.actions.act_window,name",Accounting Dashboard,Tableau de Bord Comptable,,,,,,,,
account,account.move,Accounting Documents,Pièces Comptables,,,,,,,,
account,addons/account/account_move_line.py,Accounting Entries,Ecritures Comptables,,,,,,,,
account,account.tax.code.entries,Accounting Entries-,Ecritures Comptables-,,,,,,,,
account,account.tax,Accounting Information,Information Comptable,,,,,,,,
account,product.category,Accounting Properties,Propriétés de Comptabilité,,,,,,,,
account,"ir.ui.menu,name",Accounting Reports,Rapports de Comptabilité,,,,,,,,
account,"ir.module.module,shortdesc",Accounting and Financial Management,Gestion de la Comptabilité et des Finances,,,,,,,,
account,"process.transition,note",Accounting entries are an input of the reconciliation.,Les écritures comptables sont des informations d'un lettrage.,,,,,,,,
account,"process.transition,note",Accounting entries are the first input of the reconciliation.,Les écritures comptables sont les premières informations d'un lettrage,,,,,,,,
account,"process.node,note",Accounting entries.,Ecritures Comptables,,,,,,,,
account,account.account,Accounts,Comptes,,,,,,,,
account,account.journal,Accounts Allowed (empty for no control),Comptes Autorisés (vide pour non contrôle) ,,,,,,,,
account,"ir.model,name",Accounts Fiscal Position,Compte de Position Fiscale,,,,,,,,
account,account.fiscal.position.template,Accounts Mapping,Correspondance des Comptes,,,,,,,,
account,account.journal,Accounts Type Allowed (empty for no control),Type de Comptes Autorisés (vides pour non contrôle),,,,,,,,
account,report.account.receivable,Accounts by type,Comptes par type,,,,,,,,
account,"account.automatic.reconcile,account_ids",Accounts to Reconcile,Comptes à Lettrer,,,,,,,,
account,"ir.actions.act_window,name",Accounts to Renew,Comptes à Renouveler,,,,,,,,
account,"account.account,active",Active,Actif,,,,,,,,
account,account.addtmpl.wizard,Add,Ajouter,,,,,,,,
account,account.installer.modules,Add extra Accounting functionalities to the ones already installed.,Ajouter des fonctionnalités de Comptabilité supplémentaires à celles déjà installées.,,,,,,,,
account,account.invoice,Additional Information,Information Complémentaire,,,,,,,,
account,account.aged.trial.balance,Aged Partner Balance,Balance Agée Partenaire,,,,,,,,
account,account.aged.trial.balance,"Aged Partner Balance is a more detailed report of your receivables by intervals. When opening that report, OpenERP asks for the name of the company, the fiscal period and the size of the interval to be analyzed (in days). OpenERP then calculates a table of credit balance by period. So if you request an interval of 30 days OpenERP generates an analysis of creditors for the past month, past two months, and so on. ","La Balance Agée Partenaire est un rapport plus détaillé de vos créances par période. Quand vous ouvrez ce rapport, OpenERP vous demande le nom de la société, la période fiscale et la période à analyser (en jours). OpenERP calcule ensuite une table avec les balances des crédits par période. Si vous demandez une période de 50 jours, OpenERP génèrera une analyse des créditeurs pour le mois précédent, les 2 mois précédents, et ainsi de suite. ",,,,,,,,
account,"ir.actions.act_window,name",Aged Receivable,Créance Agée,,,,,,,,
account,"ir.model,name",Aged Receivable Till Today,Créance Agée Jusqu'à aujourd'hui,,,,,,,,
account,board.board,Aged Receivables,Créances Agées,,,,,,,,
account,"account.balance.report,display_account",All,Tous(tes),,,,,,,,
account,"ir.actions.act_window,name",All Analytic Entries,Toutes les Ecritures Analytiques,,,,,,,,
account,"account.aged.trial.balance,target_move",All Entries,Toutes les Ecritures,,,,,,,,
account,"account.partner.balance,display_partner",All Partners,Tous les Partenaires,,,,,,,,
account,"account.aged.trial.balance,target_move",All Posted Entries,Toutes les Ecritures Comptabilisées,,,,,,,,
account,validate.account.move,All draft account entries in this journal and period will be validated. It means you won't be able to modify their accounting fields anymore.,Tous les brouillons d'écritures de ce journal sur cette période vont être validés : il ne sera plus possible de modifier leurs champs comptables,,,,,,,,
account,"account.move,state","All manually created new journal entry are usually in the state 'Unposted', but you can set the option to skip that state on the related journal. In that case, they will be behave as journal entries automatically created by the system on document validation (invoices, bank statements...) and will be created in 'Posted' state.","Toutes les nouvelles écritures de Journal créées manuellement sont généralement sous statut «Non Comptabilisé», mais on peut choisir l'option de sauter ce statut dans le journal associé. Dans ce cas, elles seront traitées comme des pièces comptables créées automatiquement par le système lors de la validation des documents (factures, relevés bancaires ...) et seront créées sous statut «Comptabilisé».",,,,,,,,
account,validate.account.move.lines,All selected journal entries will be validated and posted. It means you won't be able to modify their accounting fields anymore.,Toutes les écritures de Journal sélectionnées vont être validées et comptabilisées : il ne sera plus possible de modifier les champs contenant ces informations comptables.,,,,,,,,
account,"account.journal,update_posted",Allow Cancelling Entries,Autoriser l'Annulation d'Ecritures,,,,,,,,
account,"account.account.template,reconcile",Allow Reconciliation,Autoriser le Lettrage,,,,,,,,
account,"account.automatic.reconcile,allow_write_off",Allow write off,Autoriser les annulations,,,,,,,,
account,"account.installer.modules,account_analytic_plans",Allows invoice lines to impact multiple analytic accounts simultaneously.,Permet à des lignes de facture d'impacter simultanément plusieurs comptes analytiques.,,,,,,,,
account,"account.account.type,sign","Allows you to change the sign of the balance amount displayed in the reports, so that you can see positive figures instead of negative ones in expenses accounts.","Permet de changer le signe du montant de la balance affiché dans les rapports, de sorte que vous puissiez voir des chiffres positifs à la place de chiffres négatifs dans les comptes de charges",,,,,,,,
account,addons/account/account_move_line.py,Already Reconciled!,Déjà lettré (e) !,,,,,,,,
account,"account.tax,applicable_type",Always,Toujours,,,,,,,,
account,account.analytic.line,Amount,Montant,,,,,,,,
account,account.invoice2,Amount,Montant,,,,,,,,
account,account.payment.term.line,Amount Computation,Calcul du Montant,,,,,,,,
account,"account.entries.report,amount_currency",Amount Currency,Montant - Devise,,,,,,,,
account,"ir.actions.act_window,help","An account type is used to determine how an account is used in each journal. The deferral method of an account type determines the process for the annual closing. Reports such as the Balance Sheet and the Profit and Loss report use the category (profit/loss or balance sheet). For example, the account type could be linked to an asset account, expense account or payable account. From this view, you can create and manage the account types you need for your company.","Un type de compte est utilisé pour déterminer la facon dont un compte est utilisé dans chaque journal. La méthode d'ajournement d'un type de compte détermine le processus de clôture annuelle. Les rapports tels que le bilan et le compte de résultat utilisent la catégorie (produits/charges ou bilan). Par exemple, le type de compte peut être associé à un compte d'actifs, un compte de charge ou un compte fournisseur. De cette vue, vous pouvez créer et gérer les types de comptes dont vous avez besoin pour votre société.",,,,,,,,
account,"account.aged.trial.balance,direction_selection",Analysis Direction,Direction d'Analyse,,,,,,,,
account,account.analytic.account.journal,Analytic,Analytique,,,,,,,,
account,account.analytic.account,Analytic Account,Compte Analytique,,,,,,,,
account,account.analytic.chart,Analytic Account Charts,Plans de Comptes Analytiques,,,,,,,,
account,account.analytic.account,Analytic Account Statistics,Statistiques de Comptes Analytiques,,,,,,,,
account,"ir.ui.menu,name",Analytic Accounting,Comptabilité Analytique,,,,,,,,
account,account.analytic.account,Analytic Accounts,Comptes Analytiques,,,,,,,,
account,"ir.actions.act_window,name",Analytic Balance,Balance Analytique,,,,,,,,
account,account.analytic.account.balance,Analytic Balance -,Balance Analytique -,,,,,,,,
account,"process.node,name",Analytic Costs,Coûts Analytiques,,,,,,,,
account,"ir.actions.act_window,name",Analytic Entries,Ecritures Analytiques,,,,,,,,
account,analytic.entries.report,Analytic Entries Analysis,Analyse Ecritures Analytiques,,,,,,,,
account,"ir.model,name",Analytic Entries Statistics,Statistiques Ecritures Analytiques,,,,,,,,
account,report.hr.timesheet.invoice.journal,Analytic Entries Stats,Statistiques Ecritures Analytiques,,,,,,,,
account,addons/account/project/wizard/project_account_analytic_line.py,Analytic Entries by line,Ecritures Analytiques par ligne,,,,,,,,
account,account.analytic.line,Analytic Entry,Ecriture Analytique,,,,,,,,
account,"ir.actions.act_window,name",Analytic Items,Pièces Analytiques,,,,,,,,
account,account.analytic.account.journal,Analytic Journal,Journal Analytique,,,,,,,,
account,account.analytic.line,Analytic Journal Items,Ecritures de Journal Analytique,,,,,,,,
account,"ir.actions.act_window,name",Analytic Journal Items,Ecritures de Journal Analytique,,,,,,,,
account,account.analytic.journal,Analytic Journals,Journaux analytiques,,,,,,,,
account,"ir.model,name",Analytic Line,Ligne Analytique,,,,,,,,
account,account.move,Analytic Lines,Lignes Analytiques,,,,,,,,
account,account.analytic.account,Analytic account,Compte Analytique,,,,,,,,
account,"process.transition,note","Analytic costs (timesheets, some purchased products, ...) come from analytic accounts. These generate draft invoices.","Les coûts analytiques (feuilles de temps, quelques produits achetés, ...) viennent de comptes analytiques. Ils génèrent des brouillons de facture.",,,,,,,,
account,"process.transition,note","Analytic costs (timesheets, some purchased products, ...) come from analytic accounts. These generate draft supplier invoices.","Les coûts analytiques (feuilles de temps, quelques produits achetés, ...) viennent de comptes analytiques. Ils génèrent des brouillons de facture fournisseur.",,,,,,,,
account,"process.node,note",Analytic costs to invoice,Coûts analytiques à facturer,,,,,,,,
account,"account.installer.modules,account_anglo_saxon",Anglo-Saxon Accounting,Comptabilité Anglo-Saxonne,,,,,,,,
account,"account.tax,applicable_type",Applicability,Applicabilité,,,,,,,,
account,account.tax,Applicability Options,Options Pertinentes,,,,,,,,
account,account.tax,Applicable Code (if type=code),Code Applicable (si type=code),,,,,,,,
account,"account.tax.template,applicable_type",Applicable Type,Type Applicable,,,,,,,,
account,account.invoice,Approve,Approuver,,,,,,,,
account,"account.entries.report,month",April,Avril,,,,,,,,
account,account.period.close,Are you sure ?,Etes-vous sûr ?,,,,,,,,
account,account.use.model,Are you sure you want to create entries?,Etes-vous sûr de vouloir créer des écritures ?,,,,,,,,
account,account.journal.select,Are you sure you want to open Journal Entries?,Etes vous sûr de vouloir ouvrir des Entrées de Journal?,,,,,,,,
account,account.state.open,Are you sure you want to open this invoice ?,Etes-vous sûr de vouloir ouvrir cette facture ?,,,,,,,,
account,"process.transition,note","As soon as the reconciliation is done, the invoice can be paid.","Dès que le lettrage est réalisé, la facture peut être payée.",Incorrect: the reconciliation is done once the invoice is paid!,,,,,,,
account,"process.transition,note","As soon as the reconciliation is done, the invoice's state turns to “done” (i.e. paid) in the system.","Dès que le lettrage est réalisé, la facture passe sous statut ""Terminé"" (c'est à dire payée) dans le système.",,,,,,,,
account,account.analytic.account,Associated Partner,Partenaire Associé,,,,,,,,
account,"account.account,currency_mode",At Date,A la Date,,,,,,,,
account,"account.entries.report,month",August,Août,,,,,,,,
account,"ir.model,name",Automatic Reconcile,Lettrage Automatique,,,,,,,,
account,"process.node,note",Automatic entry,Ecriture Automatique,,,,,,,,
account,"process.transition,name",Automatic import of the bank statement,Import automatique du relevé bancaire,,,,,,,,
account,account.subscription.generate,Automatically generate entries based on what has been entered in the  system before a specific date.,Génère automatiquement des écritures en se basant sur ce qui a été enregistré dans le système avant une date spécifique,,,,,,,,
account,account.invoice.report,Average Price,Prix Moyen,,,,,,,,
account,"account.account,currency_mode",Average Rate,Taux Moyen,,,,,,,,
account,account.invoice.report,Avg. Delay To Pay,Délai Moyen de Paiement,,,,,,,,
account,account.invoice.report,Avg. Due Delay,Délai Moyen d'Arriéré,,,,,,,,
account,addons/account/account.py,BNK,Banque,,,,,,,,
account,addons/account/account_move_line.py,Bad account !,Compte incorrect !,,,,,,,,
account,addons/account/account_move_line.py,Bad account!,Compte Incorrect !,,,,,,,,
account,addons/account/invoice.py,Bad total !,Montant Incorrect !,,,,,,,,
account,"account.account,balance",Balance,Balance,,,,,,,,
account,"account.tax.template,type",Balance,Balance,,,,,,,,
account,account.bs.report,Balance Sheet,Bilan,,,,,,,,
account,"account.account.type,report_type",Balance Sheet (Assets Accounts),Bilan (comptes d'actifs),,,,,,,,
account,"account.account.type,report_type",Balance Sheet (Liability Accounts),Bilan (comptes de passifs),,,,,,,,
account,"ir.actions.act_window,name",Balance by Type of Account,Balance par Type de Compte,,,,,,,,
account,"account.bank.accounts.wizard,account_type",Bank,Banque,,,,,,,,
account,"account.bank.accounts.wizard,bank_account_id",Bank Account,Compte Bancaire,,,,,,,,
account,"account.invoice,partner_bank_id","Bank Account Number, Company bank account if Invoice is customer or supplier refund, otherwise Partner bank account number.",Numéro de Compte Bancaire : Compte bancaire de la société si la facture est un remboursement client ou fournisseur ; sinon numéro de Compte bancaire du Partenaire.,,,,,,,,
account,"wizard.multi.charts.accounts,bank_accounts_id",Bank Accounts,Comptes Bancaires,,,,,,,,
account,res.partner,Bank Details,Coordonnées Bancaires,,,,,,,,
account,wizard.multi.charts.accounts,Bank Information,Informations Bancaires,,,,,,,,
account,addons/account/account.py,Bank Journal ,Journal de Banque ,,,,,,,,
account,"ir.actions.act_window,help",Bank Reconciliation consists of verifying that your bank statement corresponds with the entries (or records) of that account in your accounting system.,Une reconciliation bancaire consiste à vérifier que votre relevé bancaire corresponde aux écritures (ou enregistrements) de ce compte dans votre système comptable.,,,,,,,,
account,"ir.actions.act_window,name",Bank Registers,Registres de Banques,,,,,,,,
account,account.bank.statement,Bank Statement,Relevé bancaire,,,,,,,,
account,"ir.model,name",Bank Statement Line,Ligne de Relevé Bancaire,,,,,,,,
account,"ir.actions.act_window,name",Bank Statements,Relevés Bancaires,,,,,,,,
account,res.partner,Bank account owner,Titulaire du compte bancaire,,,,,,,,
account,account.installer,Bank and Cash Accounts,Comptes Bancaire et de Trésorerie,,,,,,,,
account,account.move.bank.reconcile,Bank reconciliation,Reconciliation bancaire,,,,,,,,
account,"ir.actions.act_window,name",Bank statements,Relevés de compte,,,,,,,,
account,"process.transition,note",Bank statements are entered in the system.,Les relevés bancaires sont saisis dans le système.,,,,,,,,
account,"account.invoice.tax,base",Base,Base ,,,,,,,,
account,account.invoice2,Base,Base,,,,,,,,
account,"account.invoice.tax,base_code_id",Base Code,Code de Base,,,,,,,,
account,"account.invoice.tax,base_amount",Base Code Amount,Montant Code de Base,,,,,,,,
account,"account.tax,base_sign",Base Code Sign,Signe Code de Base,,,,,,,,
account,account.vat.declaration,Based On,Basé sur,,,,,,,,
account,"ir.ui.menu,name",Belgian Reports,Rapports Belges,,,,,,,,
account,"ir.ui.menu,name",Billing,Facturation,,,,,,,,
account,"account.analytic.line,amount_currency",Book. Amount,Montant en devise,,,,,,,,
account,"account.analytic.line,currency_id",Book. Currency,Devise d'enregistrement,,,,,,,,
account,"ir.ui.menu,name",Budgets,Budgets,,,,,,,,
account,account.bank.statement,Calculated Balance,Solde Calculé (théorique) ,,,,,,,,
account,"account.bank.statement,balance_end",Calculated Balance,Solde Calculé (théorique) ,,,,,,,,
account,addons/account/wizard/account_invoice_refund.py,Can not %s draft/proforma/cancel invoice.,Ne peut %s une facture brouillon/pro forma/annulée.,,,,,,,,
account,addons/account/wizard/account_invoice_refund.py,"Can not %s invoice which is already reconciled, invoice should be unreconciled first. You can only Refund this invoice","Ne peut %s une facture qui est déjà lettrée, le lettrage de la facture devrait d'abord être annulé. Vous ne pouvez que Rembourser cette facture",,,,,,,,
account,addons/account/account_move_line.py,"Can not create an automatic sequence for this piece !

Put a sequence in the journal definition for automatic numbering or create a sequence manually for this piece.","Impossible de créer une séquence automatique pour cette pièce !

Indiquez une séquence dans la définition du journal pour la numérotation automatique ou créez manuellement une séquence pour cette pièce.",,,,,,,,
